Song,Album,Album Release Date,Artist Names,Artist(s) Genres,Hot100 Ranking Year,Hot100 Rank,Song Length(ms),Spotify Link,Song Image,Spotify URI,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Valence,Key,Mode,Time Signature,Lyrics,Release Year
Welcome to the Black Parade,The Black Parade,2006-10-23,['My Chemical Romance'],"['pop punk', 'emo', 'rock', 'pov: indie', 'modern rock']",2007,59,311106,https://open.spotify.com/track/5wQnmLuC1W7ATsArWACrgW,https://i.scdn.co/image/ab67616d00001e0217f77fab7e8f18d5f9fee4a1,spotify:track:5wQnmLuC1W7ATsArWACrgW,79,0.000289,0.217,0.905,0.00011,0.222,-4.103,0.0752,96.95,0.236,2,1,4,,2006.0
Shawty (feat. T Pain),The Real Testament,2007-08-06,"['Plies', 'T-Pain']","['gangster rap', 'southern hip hop', 'dance pop', 'miami hip hop', 'urban contemporary', 'rap', 'dirty south rap', 'trap', 'hip hop', 'pop rap', 'r&b']",2007,60,255413,https://open.spotify.com/track/0mYoKqA23wUUj7BTEgNzjg,https://i.scdn.co/image/ab67616d00001e022d9f3326c45a2733eea2164f,spotify:track:0mYoKqA23wUUj7BTEgNzjg,64,0.0419,0.444,0.708,0.0,0.0775,-5.926,0.126,105.412,0.26,4,0,5,,2007.0
Chasing Cars,Eyes Open,2006-01-01,['Snow Patrol'],"['irish rock', 'neo mellow', 'permanent wave', 'pop rock', 'modern rock']",2007,61,267960,https://open.spotify.com/track/5hnyJvgoWiQUYZttV4wXy6,https://i.scdn.co/image/ab67616d00001e025da2756220da9b6f17924f8f,spotify:track:5hnyJvgoWiQUYZttV4wXy6,82,0.199,0.56,0.595,6.47E-05,0.132,-4.53,0.0274,104.011,0.144,9,1,4,,2006.0
Beautiful Liar (Karaoke Version) - Originally Performed By Beyonce and Shakira,Remember Me - 2007,2012-01-01,['Sing Karaoke Sing'],['karaoke'],2007,62,198207,https://open.spotify.com/track/4l56dfITI1E1n0RkRJR2F0,https://i.scdn.co/image/ab67616d00001e029bb51b08a12cf31fbe0236e8,spotify:track:4l56dfITI1E1n0RkRJR2F0,0,0.00112,0.764,0.439,0.0748,0.217,-9.475,0.0459,92.017,0.367,8,1,4,,2012.0
SexyBack (feat. Timbaland),FutureSex/LoveSounds,2006-09-12,"['Justin Timberlake', 'Timbaland']","['dance pop', 'pop rap', 'pop']",2007,63,242733,https://open.spotify.com/track/0O45fw2L5vsWpdsOdXwNAR,https://i.scdn.co/image/ab67616d00001e02c6ba98fd3f3b396a6c6f7091,spotify:track:0O45fw2L5vsWpdsOdXwNAR,80,0.0584,0.967,0.583,0.0,0.0519,-5.562,0.0789,117.0,0.964,7,0,4,,2006.0
Keep Holding On,The Best Damn Thing (Expanded Edition),2007-04-17,['Avril Lavigne'],"['candy pop', 'pop', 'canadian pop']",2007,64,239906,https://open.spotify.com/track/4UPcXTh26ilb7owtuyHqNI,https://i.scdn.co/image/ab67616d00001e02476cdf5837ae39eee951cc15,spotify:track:4UPcXTh26ilb7owtuyHqNI,66,0.0374,0.162,0.786,0.0,0.143,-2.353,0.038,161.192,0.138,7,1,3,,2007.0
Let It Go,Just Like You,2007-01-01,"['Keyshia Cole', 'Missy Elliott', ""Lil' Kim""]","['gangster rap', 'hip pop', 'dance pop', 'southern hip hop', 'trap queen', 'urban contemporary', 'east coast hip hop', 'rap', 'virginia hip hop', 'hip hop', 'neo soul', 'pop rap', 'r&b']",2007,65,238333,https://open.spotify.com/track/2RqZFOLOnzVmHUX7ZMcaES,https://i.scdn.co/image/ab67616d00001e02911ef35f75422d0482cec8bf,spotify:track:2RqZFOLOnzVmHUX7ZMcaES,67,0.197,0.806,0.721,0.0,0.209,-5.167,0.215,94.967,0.781,10,0,4,,2007.0
Apologize,Dreaming Out Loud,2007-01-01,['OneRepublic'],"['piano rock', 'pop']",2007,66,208106,https://open.spotify.com/track/1NrJYpdAi7uosDRPmSYrsG,https://i.scdn.co/image/ab67616d00001e0234ef81d1ff3b4682a4e97f70,spotify:track:1NrJYpdAi7uosDRPmSYrsG,71,0.363,0.593,0.74,2.22E-05,0.102,-6.12,0.0339,118.008,0.502,8,1,4,,2007.0
Bubbly,Coco,2007-01-01,['Colbie Caillat'],"['neo mellow', 'dance pop', 'pop']",2007,67,196280,https://open.spotify.com/track/0rFOs9paloAvEtzwDX1Kmc,https://i.scdn.co/image/ab67616d00001e02d8126126dc45e87c32ad916d,spotify:track:0rFOs9paloAvEtzwDX1Kmc,69,0.603,0.697,0.474,0.0,0.11,-6.663,0.0351,127.904,0.249,9,1,4,,2007.0
Like a Boy,The Evolution,,['Ciara'],"['hip pop', 'dance pop', 'urban contemporary', 'pop', 'r&b']",2007,68,237053,https://open.spotify.com/track/358bOvBiZCS9fRzNYosw6c,https://i.scdn.co/image/ab67616d00001e028136c2c2762cba40cb51f9aa,spotify:track:358bOvBiZCS9fRzNYosw6c,67,0.267,0.701,0.724,0.0,0.0867,-5.751,0.145,132.035,0.425,0,0,4,,
Who Knew,"Charthits Karaoke : The Very Best of the Year 2007, Vol. 1",2010-12-20,['Pink'],['karaoke'],2007,69,208561,https://open.spotify.com/track/1rb8wmQMt9rvmKZk2DewZi,https://i.scdn.co/image/ab67616d00001e02d42a0bb325fc46fa72b9541f,spotify:track:1rb8wmQMt9rvmKZk2DewZi,0,0.00532,0.711,0.53,0.826,0.0896,-11.149,0.0377,138.992,0.676,9,1,4,,2010.0
Never Again,My December,,['Kelly Clarkson'],"['talent show', 'dance pop', 'pop']",2007,70,217293,https://open.spotify.com/track/24y3tSyLdRbpVsKhQrR2oj,https://i.scdn.co/image/ab67616d00001e024ded83be3055a4884d131009,spotify:track:24y3tSyLdRbpVsKhQrR2oj,48,0.00168,0.514,0.91,0.00187,0.224,-2.978,0.0714,145.907,0.472,7,0,4,,
Promise,The Evolution,,['Ciara'],"['hip pop', 'dance pop', 'urban contemporary', 'pop', 'r&b']",2007,71,267413,https://open.spotify.com/track/1pLdjo3lOBbMaoR4ZpybFH,https://i.scdn.co/image/ab67616d00001e028136c2c2762cba40cb51f9aa,spotify:track:1pLdjo3lOBbMaoR4ZpybFH,64,0.409,0.697,0.629,3.8E-06,0.0819,-5.757,0.0425,123.279,0.439,9,1,4,,
Bed,Back Of My Lac',2007-01-01,['J. Holiday'],"['hip pop', 'southern hip hop', 'urban contemporary', 'contemporary r&b', 'r&b']",2007,72,275106,https://open.spotify.com/track/6TlRNJaezOdzdECnQeRuMM,https://i.scdn.co/image/ab67616d00001e02869dcbffba62682127354bb4,spotify:track:6TlRNJaezOdzdECnQeRuMM,66,0.17,0.684,0.606,0.0,0.058,-7.268,0.0504,127.901,0.723,5,0,4,,2007.0
Throw Some D's,Rich Boy,2007-01-01,"['Rich Boy', 'Polow Da Don']","['alabama rap', 'dirty south rap']",2007,73,263920,https://open.spotify.com/track/6SmPPtaMnfxgz5duA6t9Cu,https://i.scdn.co/image/ab67616d00001e02d23b0958f100b931a16613c7,spotify:track:6SmPPtaMnfxgz5duA6t9Cu,59,0.0368,0.697,0.86,0.0,0.0721,-5.181,0.43,160.895,0.433,11,1,4,,2007.0
Rehab,Back To Black (Deluxe Edition),,['Amy Winehouse'],"['british soul', 'neo soul']",2007,74,214946,https://open.spotify.com/track/3N4DI1vuTSX1tz7fa2NQZw,https://i.scdn.co/image/ab67616d00001e0276ffb5b5ab045d22c81235c1,spotify:track:3N4DI1vuTSX1tz7fa2NQZw,75,0.0541,0.407,0.558,1.51E-06,0.34,-13.609,0.0552,71.815,0.777,0,1,4,,
Big S**t Poppin' [Do It],T.I. VS T.I.P.,2007-06-11,['T.I.'],"['gangster rap', 'southern hip hop', 'rap', 'dirty south rap', 'trap', 'atl hip hop', 'hip hop', 'pop rap']",2007,75,287373,https://open.spotify.com/track/5tEbnKMOMK8LLoOIsEkWRr,https://i.scdn.co/image/ab67616d00001e023fa4c5613291a8e876261dfd,spotify:track:5tEbnKMOMK8LLoOIsEkWRr,53,0.134,0.634,0.84,0.0,0.484,-4.663,0.248,169.041,0.489,8,1,4,,2007.0
No One,As I Am (Expanded Edition),2007-11-09,['Alicia Keys'],"['neo soul', 'pop', 'r&b']",2007,76,253813,https://open.spotify.com/track/6IwKcFdiRQZOWeYNhUiWIv,https://i.scdn.co/image/ab67616d00001e02ae33b6bc69fe5405f6884b7e,spotify:track:6IwKcFdiRQZOWeYNhUiWIv,76,0.0209,0.644,0.549,8.85E-06,0.134,-5.415,0.0285,90.04,0.167,1,0,4,,2007.0
The Great Escape,Boys Like Girls,,['BOYS LIKE GIRLS'],"['pop punk', 'neon pop punk']",2007,77,206520,https://open.spotify.com/track/56Tl3UgyZTqfZtvFNS31wm,https://i.scdn.co/image/ab67616d00001e029d5d8ac73325fec119eecfb3,spotify:track:56Tl3UgyZTqfZtvFNS31wm,65,0.00166,0.423,0.94,0.0,0.178,-4.012,0.0635,149.934,0.505,1,0,4,,
2 Step,Beat'n Down Yo Block,2006-10-03,['Unk'],"['atl hip hop', 'dirty south rap']",2007,78,195786,https://open.spotify.com/track/7beqVxFB2g7DlL09mvfjDv,https://i.scdn.co/image/ab67616d00001e0246a341b75ecd2ff3f30e1e37,spotify:track:7beqVxFB2g7DlL09mvfjDv,50,0.0583,0.763,0.797,0.0,0.299,-2.274,0.0977,77.003,0.645,11,0,4,,2006.0
When It Was Me,Paula DeAnda,2006-06-01,['Paula DeAnda'],[],2007,79,241400,https://open.spotify.com/track/37LO2u0zlX3aDxuEQsTB88,https://i.scdn.co/image/ab67616d00001e02fb1c672205e3d046583c7573,spotify:track:37LO2u0zlX3aDxuEQsTB88,45,0.491,0.435,0.753,3.46E-06,0.0855,-6.065,0.202,79.312,0.34,0,1,1,,2006.0
Go Getta,The Inspiration,2006-01-01,"['Jeezy', 'R. Kelly']","['gangster rap', 'southern hip hop', 'crunk', 'rap', 'dirty south rap', 'trap', 'old school atlanta hip hop', 'atl hip hop']",2007,80,229346,https://open.spotify.com/track/03b1NUHnoavfpLLKcEMfIb,https://i.scdn.co/image/ab67616d00001e025648193cce023bc5f418f5e9,spotify:track:03b1NUHnoavfpLLKcEMfIb,53,0.105,0.392,0.751,0.0,0.15,-6.586,0.155,173.825,0.438,3,0,4,,2006.0
Here (In Your Arms),Zombies! Aliens! Vampires! Dinosaurs!,2006-08-08,['Hellogoodbye'],"['pop punk', 'neon pop punk']",2007,81,240546,https://open.spotify.com/track/1GV98LUEVk1U3LWAkX2Apw,https://i.scdn.co/image/ab67616d00001e02c361d9bc9db0c6d7cdd73f49,spotify:track:1GV98LUEVk1U3LWAkX2Apw,60,0.197,0.7,0.607,0.00173,0.272,-6.804,0.0359,126.045,0.774,5,1,4,,2006.0
On the Hotline - Amended Version,Late Night Special,,['Pretty Ricky'],"['hip pop', 'southern hip hop', 'miami hip hop', 'urban contemporary', 'dirty south rap', 'trap', 'r&b']",2007,82,242586,https://open.spotify.com/track/1zyqZONW985Cs4osz9wlsu,https://i.scdn.co/image/ab67616d00001e0296f606b5f0b983199e149cec,spotify:track:1zyqZONW985Cs4osz9wlsu,60,0.0185,0.704,0.854,0.0,0.148,-5.477,0.183,92.988,0.688,10,0,4,,
Wind It Up,The Sweet Escape,2006-01-01,['Gwen Stefani'],"['dance pop', 'pop']",2007,83,189586,https://open.spotify.com/track/1GeECVH4Msg1zLm8DExkbH,https://i.scdn.co/image/ab67616d00001e028dd53da15b55d402dfc3a20e,spotify:track:1GeECVH4Msg1zLm8DExkbH,51,0.309,0.961,0.9,0.000199,0.354,-6.874,0.0678,120.006,0.95,8,1,4,,2006.0
Cyclone (feat. T-Pain) - Main,Cyclone (feat. T-Pain) [Main],2007-07-31,"['Baby Bash', 'T-Pain']","['gangster rap', 'southern hip hop', 'dance pop', 'latin hip hop', 'texas latin rap', 'urban contemporary', 'rap', 'trap', 'chicano rap', 'pop rap', 'hip hop', 'r&b']",2007,84,222053,https://open.spotify.com/track/0x1LCpY9Rgeq97VPajm81B,https://i.scdn.co/image/ab67616d00001e020e1b13f3c09bddf584e8797c,spotify:track:0x1LCpY9Rgeq97VPajm81B,64,0.0112,0.644,0.725,0.0,0.146,-4.618,0.0701,77.977,0.584,11,1,4,,2007.0
Break It Off - Bonus,to hell with it,2021-10-15,['PinkPantheress'],[],2007,85,96133,https://open.spotify.com/track/78ul3D77noQsYjSwvwiPU1,https://i.scdn.co/image/ab67616d00001e0212c2eefb1d28509c632d915d,spotify:track:78ul3D77noQsYjSwvwiPU1,76,0.0027,0.552,0.904,8.85E-06,0.0786,-4.891,0.114,171.788,0.746,11,0,4,,2021.0
First Time,Who We Are,,['Lifehouse'],"['neo mellow', 'pop rock', 'post-grunge']",2007,86,203640,https://open.spotify.com/track/40Fp6pxcS9l08kL1R50mR4,https://i.scdn.co/image/ab67616d00001e02b67e8ac9a5b999b2907b2f64,spotify:track:40Fp6pxcS9l08kL1R50mR4,54,2.41E-05,0.442,0.952,0.0,0.205,-2.214,0.0541,130.682,0.505,3,1,4,,
Ayo Technology,Curtis,2007-01-01,"['50 Cent', 'Justin Timberlake', 'Timbaland']","['gangster rap', 'dance pop', 'queens hip hop', 'east coast hip hop', 'rap', 'pop', 'hip hop', 'pop rap']",2007,87,247946,https://open.spotify.com/track/36Hwcla06Q5BCr59CL0sBp,https://i.scdn.co/image/ab67616d00001e024b9ca70affe8386d84bd260d,spotify:track:36Hwcla06Q5BCr59CL0sBp,58,0.0828,0.63,0.782,0.0,0.034,-5.44,0.132,140.144,0.418,8,0,4,,2007.0
Outta My System (feat. T-Pain & Johntá Austin),The Price Of Fame,2006-12-18,"['Bow Wow', 'T-Pain', 'Johnta Austin']","['gangster rap', 'hip pop', 'dance pop', 'southern hip hop', 'urban contemporary', 'rap', 'dirty south rap', 'trap', 'pop rap', 'hip hop', 'r&b']",2007,88,238266,https://open.spotify.com/track/3LGeYNY9aWQuBJovOOowqm,https://i.scdn.co/image/ab67616d00001e021a16a162f671e39c206dd3ef,spotify:track:3LGeYNY9aWQuBJovOOowqm,59,0.0917,0.772,0.59,0.0,0.101,-6.957,0.183,83.998,0.743,6,1,4,,2006.0
Teardrops On My Guitar - Radio Single Remix,Taylor Swift,2006-10-24,['Taylor Swift'],['pop'],2007,89,203040,https://open.spotify.com/track/7zMcNqs55Mxer82bvZFkpg,https://i.scdn.co/image/ab67616d00001e022f8c0fd72a80a93f8c53b96c,spotify:track:7zMcNqs55Mxer82bvZFkpg,70,0.288,0.621,0.417,0.0,0.119,-6.941,0.0231,99.953,0.289,10,1,4,,2006.0
Shut Up And Drive,Good Girl Gone Bad: Reloaded,2008-06-02,['Rihanna'],"['urban contemporary', 'barbadian pop', 'pop']",2007,90,212280,https://open.spotify.com/track/4Tn2llBm1g0UlWctmgPL8Z,https://i.scdn.co/image/ab67616d00001e02f9f27162ab1ed45b8d7a7e98,spotify:track:4Tn2llBm1g0UlWctmgPL8Z,72,0.00101,0.735,0.826,0.129,0.197,-4.902,0.0349,132.964,0.74,1,1,4,,2008.0
Snow (Hey Oh),Stadium Arcadium,2006-05-09,['Red Hot Chili Peppers'],"['alternative rock', 'permanent wave', 'funk rock', 'rock', 'funk metal']",2007,91,334666,https://open.spotify.com/track/2aibwv5hGXSgw7Yru8IYTO,https://i.scdn.co/image/ab67616d00001e0209fd83d32aee93dceba78517,spotify:track:2aibwv5hGXSgw7Yru8IYTO,81,0.116,0.427,0.9,1.75E-05,0.119,-3.674,0.0499,104.655,0.599,11,1,4,,2006.0
Money Maker,Release Therapy,2006-01-01,"['Ludacris', 'Pharrell Williams']","['southern hip hop', 'dance pop', 'rap', 'dirty south rap', 'trap', 'old school atlanta hip hop', 'pop', 'atl hip hop', 'hip hop', 'pop rap']",2007,92,230613,https://open.spotify.com/track/2JpUkUR0OsOlUUfm6iS8ic,https://i.scdn.co/image/ab67616d00001e021ff60896218b50e65daa0372,spotify:track:2JpUkUR0OsOlUUfm6iS8ic,62,0.15,0.551,0.598,0.0,0.299,-6.79,0.27,78.756,0.612,1,1,4,,2006.0
Kiss Kiss (feat. T-Pain),Exclusive (Expanded Edition),2007-11-06,"['Chris Brown', 'T-Pain']","['gangster rap', 'southern hip hop', 'dance pop', 'urban contemporary', 'rap', 'trap', 'hip hop', 'pop rap', 'r&b']",2007,93,250666,https://open.spotify.com/track/3wKKkGVn7cVSfgPeYYIiXG,https://i.scdn.co/image/ab67616d00001e0239509cc5eadf803928f2f167,spotify:track:3wKKkGVn7cVSfgPeYYIiXG,73,0.0506,0.729,0.658,0.0,0.0693,-3.386,0.225,140.043,0.551,10,0,3,,2007.0
Far Away,All the Right Reasons,2005-09-26,['Nickelback'],"['post-grunge', 'alternative metal', 'canadian rock']",2007,94,238173,https://open.spotify.com/track/0ADZ5dmXhlfzjMw6lefoPl,https://i.scdn.co/image/ab67616d00001e0207fb7d8037f3962394c493ca,spotify:track:0ADZ5dmXhlfzjMw6lefoPl,74,0.000681,0.518,0.797,0.0,0.107,-5.153,0.0309,132.918,0.293,6,1,4,,2005.0
Rock Yo Hips (feat. Lil Scrappy) - Main,The Crunk Recordings: Hits From The Pioneers And Players Of Crunk,2009-06-16,"['Crime Mob', 'Lil Scrappy']","['southern hip hop', 'crunk', 'dirty south rap', 'old school atlanta hip hop', 'atl hip hop']",2007,95,228786,https://open.spotify.com/track/6OH5Y0HMDVdXH7sLMorgT2,https://i.scdn.co/image/ab67616d00001e02b0c2e9a05d1d51fc21b07c82,spotify:track:6OH5Y0HMDVdXH7sLMorgT2,35,0.0814,0.859,0.623,0.0,0.298,-7.089,0.113,77.511,0.78,6,1,4,,2009.0
LoveStoned / I Think She Knows (Interlude),FutureSex/LoveSounds,2006-09-12,['Justin Timberlake'],"['dance pop', 'pop']",2007,96,444333,https://open.spotify.com/track/5iyE2d4U3Vc5cqY9mPTlpy,https://i.scdn.co/image/ab67616d00001e02c6ba98fd3f3b396a6c6f7091,spotify:track:5iyE2d4U3Vc5cqY9mPTlpy,58,0.34,0.859,0.681,0.000161,0.213,-6.247,0.0549,121.243,0.852,1,1,4,,2006.0
Better Than Me,Extreme Behavior,2005-01-01,['Hinder'],"['post-grunge', 'alternative metal', 'nu metal']",2007,97,223533,https://open.spotify.com/track/10fddGyyeUquZZ2uPTjD7P,https://i.scdn.co/image/ab67616d00001e02395bf2151b99ef7f8b3116b5,spotify:track:10fddGyyeUquZZ2uPTjD7P,63,0.205,0.449,0.682,0.0,0.175,-5.295,0.029,139.924,0.254,2,0,4,,2005.0
Paralyzer,Them Vs. You Vs. Me (Deluxe Edition),2007-01-01,['Finger Eleven'],"['nu metal', 'canadian rock', 'post-grunge', 'alternative metal', 'funk metal']",2007,98,208106,https://open.spotify.com/track/28IEbk5a7twNTbUEvWslUb,https://i.scdn.co/image/ab67616d00001e02e9c3c16b480e1c5a84d7b188,spotify:track:28IEbk5a7twNTbUEvWslUb,76,0.157,0.644,0.939,0.0,0.233,-3.486,0.0456,106.031,0.861,11,0,4,,2007.0
That's That Shit,Sexual Eruption,2008-01-01,"['Snoop Dogg', 'R. Kelly']","['gangster rap', 'rap', 'west coast rap', 'g funk', 'hip hop', 'pop rap']",2007,99,257813,https://open.spotify.com/track/3J58iVk8OXYAGG4YvOKG8u,https://i.scdn.co/image/ab67616d00001e0205fe43641376109fc834d766,spotify:track:3J58iVk8OXYAGG4YvOKG8u,54,0.0202,0.866,0.619,0.0,0.0371,-4.774,0.19,82.05,0.733,9,0,4,,2008.0
Same Guy (feat. Adam Levine),Thats What They All Say,2020-12-11,"['Jack Harlow', 'Adam Levine']","['deep talent show', 'kentucky hip hop', 'rap', 'deep underground hip hop', 'pop rap']",2007,100,164031,https://open.spotify.com/track/2InNHqO69Nu6lH8169ncxR,https://i.scdn.co/image/ab67616d00001e02aeb14ead136118a987246b63,spotify:track:2InNHqO69Nu6lH8169ncxR,54,0.184,0.797,0.573,0.0,0.104,-6.329,0.101,93.539,0.653,10,0,4,,2020.0
Low (feat. T-Pain),Mail on Sunday,2008-03-17,"['Flo Rida', 'T-Pain']","['gangster rap', 'southern hip hop', 'dance pop', 'miami hip hop', 'urban contemporary', 'rap', 'trap', 'pop', 'pop rap', 'hip hop', 'r&b']",2008,1,231400,https://open.spotify.com/track/0CAfXk7DXMnon4gLudAp7J,https://i.scdn.co/image/ab67616d00001e02f9bd7a6c772ac496015be3f8,spotify:track:0CAfXk7DXMnon4gLudAp7J,83,0.0928,0.918,0.609,0.0,0.139,-5.64,0.0791,128.008,0.304,10,0,4,,2008.0
Bleeding Love,Spirit,,['Leona Lewis'],"['talent show', 'dance pop', 'british soul', 'pop']",2008,2,262466,https://open.spotify.com/track/7wZUrN8oemZfsEd1CGkbXE,https://i.scdn.co/image/ab67616d00001e0234fd9eb8cd48e518598aec55,spotify:track:7wZUrN8oemZfsEd1CGkbXE,77,0.188,0.638,0.656,0.0,0.146,-5.886,0.0357,104.036,0.225,5,1,4,,
No One,As I Am (Expanded Edition),2007-11-09,['Alicia Keys'],"['neo soul', 'pop', 'r&b']",2008,3,253813,https://open.spotify.com/track/6IwKcFdiRQZOWeYNhUiWIv,https://i.scdn.co/image/ab67616d00001e02ae33b6bc69fe5405f6884b7e,spotify:track:6IwKcFdiRQZOWeYNhUiWIv,76,0.0209,0.644,0.549,8.85E-06,0.134,-5.415,0.0285,90.04,0.167,1,0,4,,2007.0
Lollipop,Tha Carter III,2008-06-10,"['Lil Wayne', 'Static Major']","['rap', 'new orleans rap', 'trap', 'hip hop', 'pop rap']",2008,4,299333,https://open.spotify.com/track/4P7VFiaZb3xrXoqGwZXC3J,https://i.scdn.co/image/ab67616d00001e0233ebdffaa447ff19ce9f24bb,spotify:track:4P7VFiaZb3xrXoqGwZXC3J,72,0.056,0.829,0.428,0.00413,0.137,-9.469,0.0831,148.075,0.45,0,1,4,,2008.0
Apologize,Dreaming Out Loud,2007-01-01,['OneRepublic'],"['piano rock', 'pop']",2008,5,208106,https://open.spotify.com/track/1NrJYpdAi7uosDRPmSYrsG,https://i.scdn.co/image/ab67616d00001e0234ef81d1ff3b4682a4e97f70,spotify:track:1NrJYpdAi7uosDRPmSYrsG,71,0.363,0.593,0.74,2.22E-05,0.102,-6.12,0.0339,118.008,0.502,8,1,4,,2007.0
No Air (feat. Chris Brown),"R&B - 100 Hits - The Greatest R n B album - 100 R & B Classics featuring Usher, Pitbull and Justin Timberlake",2013-06-24,"['Jordin Sparks', 'Chris Brown']","['dance pop', 'post-teen pop', 'rap', 'pop', 'r&b']",2008,6,263880,https://open.spotify.com/track/0WCkFm0Ij9K0o1G3cxx6Xe,https://i.scdn.co/image/ab67616d00001e021c3fd856b637a87c675d2f29,spotify:track:0WCkFm0Ij9K0o1G3cxx6Xe,38,0.0467,0.447,0.768,0.0,0.0583,-5.04,0.279,159.846,0.3,11,1,4,,2013.0
Love Song,Little Voice,2007-07-03,['Sara Bareilles'],"['neo mellow', 'post-teen pop', 'lilith', 'pop rock', 'acoustic pop']",2008,7,258826,https://open.spotify.com/track/4E6cwWJWZw2zWf7VFbH7wf,https://i.scdn.co/image/ab67616d00001e021c3e0a58f3ee28af2922e351,spotify:track:4E6cwWJWZw2zWf7VFbH7wf,75,0.0208,0.583,0.786,0.0,0.188,-3.142,0.0301,123.055,0.573,2,0,4,,2007.0
Love in This Club (feat. Young Jeezy),Here I Stand,2008-05-27,"['Usher', 'Jeezy']","['gangster rap', 'southern hip hop', 'dance pop', 'crunk', 'urban contemporary', 'south carolina hip hop', 'rap', 'dirty south rap', 'trap', 'old school atlanta hip hop', 'pop', 'atl hip hop', 'contemporary r&b', 'r&b']",2008,8,259720,https://open.spotify.com/track/5j0McHPthKpOXRr3fBq8M0,https://i.scdn.co/image/ab67616d00001e022bca149ba7dd5e45bf233ac3,spotify:track:5j0McHPthKpOXRr3fBq8M0,74,0.0572,0.573,0.712,0.0,0.167,-5.976,0.0732,140.012,0.346,0,1,4,,2008.0
With You,Exclusive (Expanded Edition),2007-11-06,['Chris Brown'],"['rap', 'r&b']",2008,9,252120,https://open.spotify.com/track/5Lgcn7u07bHuqbOtXkN62u,https://i.scdn.co/image/ab67616d00001e0239509cc5eadf803928f2f167,spotify:track:5Lgcn7u07bHuqbOtXkN62u,76,0.134,0.662,0.693,0.0,0.145,-4.298,0.0698,86.009,0.655,3,1,4,,2007.0
Forever,Forever,2008-04-29,['Chris Brown'],"['rap', 'r&b']",2008,10,278573,https://open.spotify.com/track/3NZJlJemX3mzjf56MqC5ML,https://i.scdn.co/image/ab67616d00001e02b0d747e54b78eb460dcb9316,spotify:track:3NZJlJemX3mzjf56MqC5ML,79,0.0368,0.672,0.82,0.000188,0.184,-4.456,0.0459,120.005,0.438,11,1,4,,2008.0
Sexy Can I,All I Feel,2008-04-08,"['Ray J', 'Yung Berg']","['chicago rap', 'hip pop', 'pop rap']",2008,11,204040,https://open.spotify.com/track/1q51MejmtLKEv8mABG8XRE,https://i.scdn.co/image/ab67616d00001e021e141f265ceca9a2b3a7ddc0,spotify:track:1q51MejmtLKEv8mABG8XRE,66,0.296,0.575,0.686,0.0,0.617,-6.008,0.319,172.167,0.926,1,1,4,,2008.0
Take A Bow,Good Girl Gone Bad: Reloaded,2008-06-02,['Rihanna'],"['urban contemporary', 'barbadian pop', 'pop']",2008,12,229413,https://open.spotify.com/track/3goSVuTt3fDYDP6kRnFwuL,https://i.scdn.co/image/ab67616d00001e02f9f27162ab1ed45b8d7a7e98,spotify:track:3goSVuTt3fDYDP6kRnFwuL,78,0.248,0.697,0.467,0.0,0.0941,-7.536,0.0715,82.082,0.572,9,1,4,,2008.0
Viva La Vida,Viva La Vida or Death and All His Friends,2008-05-26,['Coldplay'],"['permanent wave', 'pop']",2008,13,242373,https://open.spotify.com/track/1mea3bSkSGXuIRvnydlB5b,https://i.scdn.co/image/ab67616d00001e02e21cc1db05580b6f2d2a3b6e,spotify:track:1mea3bSkSGXuIRvnydlB5b,89,0.0954,0.486,0.617,3.23E-06,0.109,-7.115,0.0287,138.015,0.417,5,0,4,,2008.0
I Kissed A Girl,One Of The Boys,2008-06-17,['Katy Perry'],['pop'],2008,14,179640,https://open.spotify.com/track/005lwxGU1tms6HGELIcUv9,https://i.scdn.co/image/ab67616d00001e02cd3978ebe35d93a07249b97f,spotify:track:005lwxGU1tms6HGELIcUv9,72,0.00223,0.699,0.76,0.0,0.132,-3.173,0.0677,129.996,0.696,5,1,4,,2008.0
Whatever You Like,Paper Trail,2008-09-07,['T.I.'],"['gangster rap', 'southern hip hop', 'rap', 'dirty south rap', 'trap', 'atl hip hop', 'hip hop', 'pop rap']",2008,15,249533,https://open.spotify.com/track/1IAzD1muglOxOcPbUHs70R,https://i.scdn.co/image/ab67616d00001e02b6d4478c6f91f1cb2d326c78,spotify:track:1IAzD1muglOxOcPbUHs70R,76,0.0161,0.68,0.687,0.0,0.261,-6.162,0.0709,150.053,0.467,9,0,4,,2008.0
Disturbia,Good Girl Gone Bad: Reloaded,2008-06-02,['Rihanna'],"['urban contemporary', 'barbadian pop', 'pop']",2008,16,238626,https://open.spotify.com/track/2VOomzT6VavJOGBeySqaMc,https://i.scdn.co/image/ab67616d00001e02f9f27162ab1ed45b8d7a7e98,spotify:track:2VOomzT6VavJOGBeySqaMc,80,0.0863,0.707,0.813,0.0,0.168,-4.515,0.0571,124.921,0.722,11,0,4,,2008.0
Don’t Stop The Music,Super Party Hits 2008,2008-10-06,['Rihanna'],[],2008,17,268640,https://open.spotify.com/track/4BbT7Uy2vctNam1A4kNozf,https://i.scdn.co/image/ab67616d00001e02f9899b00a4897826d6424338,spotify:track:4BbT7Uy2vctNam1A4kNozf,0,0.12,0.905,0.478,0.0,0.127,-9.82,0.0834,123.012,0.659,1,0,4,,2008.0
